date,country,area,time,price(eur/mwh)
01/02/2023,Hungary,BZN HU,17:00 - 18:00,46.03
01/02/2023,Hungary,BZN HU,18:00 - 19:00,53.35
01/02/2023,Hungary,BZN HU,19:00 - 20:00,54.95
01/02/2023,Hungary,BZN HU,20:00 - 21:00,49.08
01/02/2023,Hungary,BZN HU,21:00 - 22:00,44.32
01/02/2023,Hungary,BZN HU,22:00 - 23:00,45.96
01/02/2023,Hungary,BZN HU,23:00 - 00:00,35.0
01/02/2023,Ireland,BZN IE(SEM),00:00 - 01:00,166.1
01/02/2023,Ireland,BZN IE(SEM),01:00 - 02:00,160.38
01/02/2023,Ireland,BZN IE(SEM),02:00 - 03:00,157.75
01/02/2023,Ireland,BZN IE(SEM),03:00 - 04:00,147.5
01/02/2023,Ireland,BZN IE(SEM),04:00 - 05:00,144.71
01/02/2023,Ireland,BZN IE(SEM),05:00 - 06:00,144.71
01/02/2023,Ireland,BZN IE(SEM),06:00 - 07:00,142.53
01/02/2023,Ireland,BZN IE(SEM),07:00 - 08:00,136.3
01/02/2023,Ireland,BZN IE(SEM),08:00 - 09:00,149.86
01/02/2023,Ireland,BZN IE(SEM),09:00 - 10:00,160.0
01/02/2023,Ireland,BZN IE(SEM),10:00 - 11:00,175.0
01/02/2023,Ireland,BZN IE(SEM),11:00 - 12:00,189.82
01/02/2023,Ireland,BZN IE(SEM),12:00 - 13:00,189.92
01/02/2023,Ireland,BZN IE(SEM),13:00 - 14:00,198.4
01/02/2023,Ireland,BZN IE(SEM),14:00 - 15:00,201.87
01/02/2023,Ireland,BZN IE(SEM),15:00 - 16:00,206.0
01/02/2023,Ireland,BZN IE(SEM),16:00 - 17:00,195.0
01/02/2023,Ireland,BZN IE(SEM),17:00 - 18:00,221.0
01/02/2023,Ireland,BZN IE(SEM),18:00 - 19:00,255.0
01/02/2023,Ireland,BZN IE(SEM),19:00 - 20:00,240.2
01/02/2023,Ireland,BZN IE(SEM),20:00 - 21:00,210.37
01/02/2023,Ireland,BZN IE(SEM),21:00 - 22:00,198.31
01/02/2023,Ireland,BZN IE(SEM),22:00 - 23:00,190.97
01/02/2023,Ireland,BZN IE(SEM),23:00 - 00:00,176.55
01/02/2023,Italy,BZN IT-Calabria,00:00 - 01:00,195.9
01/02/2023,Italy,BZN IT-Calabria,01:00 - 02:00,191.09
01/02/2023,Italy,BZN IT-Calabria,02:00 - 03:00,187.95
01/02/2023,Italy,BZN IT-Calabria,03:00 - 04:00,187.82
01/02/2023,Italy,BZN IT-Calabria,04:00 - 05:00,187.74
01/02/2023,Italy,BZN IT-Calabria,05:00 - 06:00,187.74
01/02/2023,Italy,BZN IT-Calabria,06:00 - 07:00,187.22
01/02/2023,Italy,BZN IT-Calabria,07:00 - 08:00,187.82
01/02/2023,Italy,BZN IT-Calabria,08:00 - 09:00,186.47
01/02/2023,Italy,BZN IT-Calabria,09:00 - 10:00,186.47
01/02/2023,Italy,BZN IT-Calabria,10:00 - 11:00,177.25
01/02/2023,Italy,BZN IT-Calabria,11:00 - 12:00,168.5
01/02/2023,Italy,BZN IT-Calabria,12:00 - 13:00,173.0
01/02/2023,Italy,BZN IT-Calabria,13:00 - 14:00,165.89
01/02/2023,Italy,BZN IT-Calabria,14:00 - 15:00,179.73
01/02/2023,Italy,BZN IT-Calabria,15:00 - 16:00,188.06
01/02/2023,Italy,BZN IT-Calabria,16:00 - 17:00,193.67
01/02/2023,Italy,BZN IT-Calabria,17:00 - 18:00,213.36
01/02/2023,Italy,BZN IT-Calabria,18:00 - 19:00,229.99
01/02/2023,Italy,BZN IT-Calabria,19:00 - 20:00,243.42
01/02/2023,Italy,BZN IT-Calabria,20:00 - 21:00,235.0
01/02/2023,Italy,BZN IT-Calabria,21:00 - 22:00,203.25
01/02/2023,Italy,BZN IT-Calabria,22:00 - 23:00,190.85
01/02/2023,Italy,BZN IT-Calabria,23:00 - 00:00,187.28
01/02/2023,Italy,BZN IT-Centre-North,00:00 - 01:00,195.9
01/02/2023,Italy,BZN IT-Centre-North,01:00 - 02:00,191.09
01/02/2023,Italy,BZN IT-Centre-North,02:00 - 03:00,187.95
01/02/2023,Italy,BZN IT-Centre-North,03:00 - 04:00,187.82
01/02/2023,Italy,BZN IT-Centre-North,04:00 - 05:00,187.74
01/02/2023,Italy,BZN IT-Centre-North,05:00 - 06:00,187.74
01/02/2023,Italy,BZN IT-Centre-North,06:00 - 07:00,187.22
01/02/2023,Italy,BZN IT-Centre-North,07:00 - 08:00,187.82
01/02/2023,Italy,BZN IT-Centre-North,08:00 - 09:00,186.47
01/02/2023,Italy,BZN IT-Centre-North,09:00 - 10:00,186.47
01/02/2023,Italy,BZN IT-Centre-North,10:00 - 11:00,177.25
01/02/2023,Italy,BZN IT-Centre-North,11:00 - 12:00,168.5
01/02/2023,Italy,BZN IT-Centre-North,12:00 - 13:00,173.0
01/02/2023,Italy,BZN IT-Centre-North,13:00 - 14:00,165.89
01/02/2023,Italy,BZN IT-Centre-North,14:00 - 15:00,179.73
01/02/2023,Italy,BZN IT-Centre-North,15:00 - 16:00,188.06
01/02/2023,Italy,BZN IT-Centre-North,16:00 - 17:00,193.67
01/02/2023,Italy,BZN IT-Centre-North,17:00 - 18:00,213.36
01/02/2023,Italy,BZN IT-Centre-North,18:00 - 19:00,229.99
01/02/2023,Italy,BZN IT-Centre-North,19:00 - 20:00,243.42
01/02/2023,Italy,BZN IT-Centre-North,20:00 - 21:00,235.0
01/02/2023,Italy,BZN IT-Centre-North,21:00 - 22:00,203.25
01/02/2023,Italy,BZN IT-Centre-North,22:00 - 23:00,190.85
01/02/2023,Italy,BZN IT-Centre-North,23:00 - 00:00,187.28
01/02/2023,Italy,BZN IT-Centre-South,00:00 - 01:00,195.9
01/02/2023,Italy,BZN IT-Centre-South,01:00 - 02:00,191.09
01/02/2023,Italy,BZN IT-Centre-South,02:00 - 03:00,187.95
01/02/2023,Italy,BZN IT-Centre-South,03:00 - 04:00,187.82
01/02/2023,Italy,BZN IT-Centre-South,04:00 - 05:00,187.74
01/02/2023,Italy,BZN IT-Centre-South,05:00 - 06:00,187.74
01/02/2023,Italy,BZN IT-Centre-South,06:00 - 07:00,187.22
01/02/2023,Italy,BZN IT-Centre-South,07:00 - 08:00,187.82
01/02/2023,Italy,BZN IT-Centre-South,08:00 - 09:00,186.47
01/02/2023,Italy,BZN IT-Centre-South,09:00 - 10:00,186.47
01/02/2023,Italy,BZN IT-Centre-South,10:00 - 11:00,177.25
01/02/2023,Italy,BZN IT-Centre-South,11:00 - 12:00,168.5
01/02/2023,Italy,BZN IT-Centre-South,12:00 - 13:00,173.0
01/02/2023,Italy,BZN IT-Centre-South,13:00 - 14:00,165.89
01/02/2023,Italy,BZN IT-Centre-South,14:00 - 15:00,179.73
01/02/2023,Italy,BZN IT-Centre-South,15:00 - 16:00,188.06
01/02/2023,Italy,BZN IT-Centre-South,16:00 - 17:00,193.67
01/02/2023,Italy,BZN IT-Centre-South,17:00 - 18:00,213.36
01/02/2023,Italy,BZN IT-Centre-South,18:00 - 19:00,229.99
01/02/2023,Italy,BZN IT-Centre-South,19:00 - 20:00,243.42
01/02/2023,Italy,BZN IT-Centre-South,20:00 - 21:00,235.0
01/02/2023,Italy,BZN IT-Centre-South,21:00 - 22:00,203.25
01/02/2023,Italy,BZN IT-Centre-South,22:00 - 23:00,190.85
01/02/2023,Italy,BZN IT-Centre-South,23:00 - 00:00,187.28
01/02/2023,Italy,BZN IT-North,00:00 - 01:00,195.9
01/02/2023,Italy,BZN IT-North,01:00 - 02:00,191.09
01/02/2023,Italy,BZN IT-North,02:00 - 03:00,187.95
01/02/2023,Italy,BZN IT-North,03:00 - 04:00,187.82
01/02/2023,Italy,BZN IT-North,04:00 - 05:00,187.74
01/02/2023,Italy,BZN IT-North,05:00 - 06:00,187.74
01/02/2023,Italy,BZN IT-North,06:00 - 07:00,187.22
01/02/2023,Italy,BZN IT-North,07:00 - 08:00,187.82
01/02/2023,Italy,BZN IT-North,08:00 - 09:00,186.47
01/02/2023,Italy,BZN IT-North,09:00 - 10:00,186.47
01/02/2023,Italy,BZN IT-North,10:00 - 11:00,177.25
01/02/2023,Italy,BZN IT-North,11:00 - 12:00,168.5
01/02/2023,Italy,BZN IT-North,12:00 - 13:00,173.0
01/02/2023,Italy,BZN IT-North,13:00 - 14:00,165.89
01/02/2023,Italy,BZN IT-North,14:00 - 15:00,179.73
01/02/2023,Italy,BZN IT-North,15:00 - 16:00,188.06
01/02/2023,Italy,BZN IT-North,16:00 - 17:00,193.67
01/02/2023,Italy,BZN IT-North,17:00 - 18:00,213.36
01/02/2023,Italy,BZN IT-North,18:00 - 19:00,229.99
01/02/2023,Italy,BZN IT-North,19:00 - 20:00,243.42
01/02/2023,Italy,BZN IT-North,20:00 - 21:00,235.0
01/02/2023,Italy,BZN IT-North,21:00 - 22:00,203.25
01/02/2023,Italy,BZN IT-North,22:00 - 23:00,190.85
01/02/2023,Italy,BZN IT-North,23:00 - 00:00,187.28
01/02/2023,Italy,BZN IT-SACOAC,00:00 - 01:00,195.9
01/02/2023,Italy,BZN IT-SACOAC,01:00 - 02:00,191.09
01/02/2023,Italy,BZN IT-SACOAC,02:00 - 03:00,187.95
01/02/2023,Italy,BZN IT-SACOAC,03:00 - 04:00,187.82
01/02/2023,Italy,BZN IT-SACOAC,04:00 - 05:00,187.74
01/02/2023,Italy,BZN IT-SACOAC,05:00 - 06:00,187.74
01/02/2023,Italy,BZN IT-SACOAC,06:00 - 07:00,187.22
01/02/2023,Italy,BZN IT-SACOAC,07:00 - 08:00,187.82
01/02/2023,Italy,BZN IT-SACOAC,08:00 - 09:00,186.47
01/02/2023,Italy,BZN IT-SACOAC,09:00 - 10:00,186.47
01/02/2023,Italy,BZN IT-SACOAC,10:00 - 11:00,177.25
01/02/2023,Italy,BZN IT-SACOAC,11:00 - 12:00,168.5
01/02/2023,Italy,BZN IT-SACOAC,12:00 - 13:00,173.0
01/02/2023,Italy,BZN IT-SACOAC,13:00 - 14:00,165.89
01/02/2023,Italy,BZN IT-SACOAC,14:00 - 15:00,179.73
01/02/2023,Italy,BZN IT-SACOAC,15:00 - 16:00,188.06
01/02/2023,Italy,BZN IT-SACOAC,16:00 - 17:00,193.67
01/02/2023,Italy,BZN IT-SACOAC,17:00 - 18:00,213.36
01/02/2023,Italy,BZN IT-SACOAC,18:00 - 19:00,229.99
01/02/2023,Italy,BZN IT-SACOAC,19:00 - 20:00,243.42
01/02/2023,Italy,BZN IT-SACOAC,20:00 - 21:00,235.0
01/02/2023,Italy,BZN IT-SACOAC,21:00 - 22:00,203.25
01/02/2023,Italy,BZN IT-SACOAC,22:00 - 23:00,190.85
01/02/2023,Italy,BZN IT-SACOAC,23:00 - 00:00,187.28
01/02/2023,Italy,BZN IT-SACODC,00:00 - 01:00,195.9
01/02/2023,Italy,BZN IT-SACODC,01:00 - 02:00,191.09
01/02/2023,Italy,BZN IT-SACODC,02:00 - 03:00,187.95
01/02/2023,Italy,BZN IT-SACODC,03:00 - 04:00,187.82
01/02/2023,Italy,BZN IT-SACODC,04:00 - 05:00,187.74
01/02/2023,Italy,BZN IT-SACODC,05:00 - 06:00,187.74
01/02/2023,Italy,BZN IT-SACODC,06:00 - 07:00,187.22
01/02/2023,Italy,BZN IT-SACODC,07:00 - 08:00,187.82
01/02/2023,Italy,BZN IT-SACODC,08:00 - 09:00,186.47
01/02/2023,Italy,BZN IT-SACODC,09:00 - 10:00,186.47
01/02/2023,Italy,BZN IT-SACODC,10:00 - 11:00,177.25
01/02/2023,Italy,BZN IT-SACODC,11:00 - 12:00,168.5
01/02/2023,Italy,BZN IT-SACODC,12:00 - 13:00,173.0
01/02/2023,Italy,BZN IT-SACODC,13:00 - 14:00,165.89
01/02/2023,Italy,BZN IT-SACODC,14:00 - 15:00,179.73
01/02/2023,Italy,BZN IT-SACODC,15:00 - 16:00,188.06
01/02/2023,Italy,BZN IT-SACODC,16:00 - 17:00,193.67
01/02/2023,Italy,BZN IT-SACODC,17:00 - 18:00,213.36
01/02/2023,Italy,BZN IT-SACODC,18:00 - 19:00,229.99
01/02/2023,Italy,BZN IT-SACODC,19:00 - 20:00,243.42
01/02/2023,Italy,BZN IT-SACODC,20:00 - 21:00,235.0
01/02/2023,Italy,BZN IT-SACODC,21:00 - 22:00,203.25
01/02/2023,Italy,BZN IT-SACODC,22:00 - 23:00,190.85
01/02/2023,Italy,BZN IT-SACODC,23:00 - 00:00,187.28
01/02/2023,Italy,BZN IT-Sardina,00:00 - 01:00,195.9
01/02/2023,Italy,BZN IT-Sardina,01:00 - 02:00,191.09
01/02/2023,Italy,BZN IT-Sardina,02:00 - 03:00,187.95
01/02/2023,Italy,BZN IT-Sardina,03:00 - 04:00,187.82
01/02/2023,Italy,BZN IT-Sardina,04:00 - 05:00,187.74
01/02/2023,Italy,BZN IT-Sardina,05:00 - 06:00,187.74
01/02/2023,Italy,BZN IT-Sardina,06:00 - 07:00,187.22
01/02/2023,Italy,BZN IT-Sardina,07:00 - 08:00,187.82
01/02/2023,Italy,BZN IT-Sardina,08:00 - 09:00,186.47
01/02/2023,Italy,BZN IT-Sardina,09:00 - 10:00,186.47
01/02/2023,Italy,BZN IT-Sardina,10:00 - 11:00,177.25
01/02/2023,Italy,BZN IT-Sardina,11:00 - 12:00,168.5
01/02/2023,Italy,BZN IT-Sardina,12:00 - 13:00,173.0
01/02/2023,Italy,BZN IT-Sardina,13:00 - 14:00,165.89
01/02/2023,Italy,BZN IT-Sardina,14:00 - 15:00,179.73
01/02/2023,Italy,BZN IT-Sardina,15:00 - 16:00,188.06
01/02/2023,Italy,BZN IT-Sardina,16:00 - 17:00,193.67
01/02/2023,Italy,BZN IT-Sardina,17:00 - 18:00,213.36
01/02/2023,Italy,BZN IT-Sardina,18:00 - 19:00,229.99
01/02/2023,Italy,BZN IT-Sardina,19:00 - 20:00,243.42
01/02/2023,Italy,BZN IT-Sardina,20:00 - 21:00,235.0
01/02/2023,Italy,BZN IT-Sardina,21:00 - 22:00,203.25
01/02/2023,Italy,BZN IT-Sardina,22:00 - 23:00,190.85
01/02/2023,Italy,BZN IT-Sardina,23:00 - 00:00,187.28
01/02/2023,Italy,BZN IT-Sicily,00:00 - 01:00,195.9
01/02/2023,Italy,BZN IT-Sicily,01:00 - 02:00,191.09
01/02/2023,Italy,BZN IT-Sicily,02:00 - 03:00,187.95
01/02/2023,Italy,BZN IT-Sicily,03:00 - 04:00,187.82
01/02/2023,Italy,BZN IT-Sicily,04:00 - 05:00,187.74
01/02/2023,Italy,BZN IT-Sicily,05:00 - 06:00,187.74
01/02/2023,Italy,BZN IT-Sicily,06:00 - 07:00,187.22
01/02/2023,Italy,BZN IT-Sicily,07:00 - 08:00,187.82
01/02/2023,Italy,BZN IT-Sicily,08:00 - 09:00,186.47
01/02/2023,Italy,BZN IT-Sicily,09:00 - 10:00,186.47
01/02/2023,Italy,BZN IT-Sicily,10:00 - 11:00,177.25
01/02/2023,Italy,BZN IT-Sicily,11:00 - 12:00,168.5
01/02/2023,Italy,BZN IT-Sicily,12:00 - 13:00,173.0
01/02/2023,Italy,BZN IT-Sicily,13:00 - 14:00,165.89
01/02/2023,Italy,BZN IT-Sicily,14:00 - 15:00,179.73
01/02/2023,Italy,BZN IT-Sicily,15:00 - 16:00,188.06
01/02/2023,Italy,BZN IT-Sicily,16:00 - 17:00,193.67
01/02/2023,Italy,BZN IT-Sicily,17:00 - 18:00,213.36
01/02/2023,Italy,BZN IT-Sicily,18:00 - 19:00,229.99
01/02/2023,Italy,BZN IT-Sicily,19:00 - 20:00,243.42
01/02/2023,Italy,BZN IT-Sicily,20:00 - 21:00,235.0
01/02/2023,Italy,BZN IT-Sicily,21:00 - 22:00,203.25
01/02/2023,Italy,BZN IT-Sicily,22:00 - 23:00,190.85
01/02/2023,Italy,BZN IT-Sicily,23:00 - 00:00,187.28
01/02/2023,Italy,BZN IT-South,00:00 - 01:00,195.9
01/02/2023,Italy,BZN IT-South,01:00 - 02:00,191.09
01/02/2023,Italy,BZN IT-South,02:00 - 03:00,187.95
01/02/2023,Italy,BZN IT-South,03:00 - 04:00,187.82
01/02/2023,Italy,BZN IT-South,04:00 - 05:00,187.74
01/02/2023,Italy,BZN IT-South,05:00 - 06:00,187.74
01/02/2023,Italy,BZN IT-South,06:00 - 07:00,187.22
01/02/2023,Italy,BZN IT-South,07:00 - 08:00,187.82
01/02/2023,Italy,BZN IT-South,08:00 - 09:00,186.47
01/02/2023,Italy,BZN IT-South,09:00 - 10:00,186.47
01/02/2023,Italy,BZN IT-South,10:00 - 11:00,177.25
01/02/2023,Italy,BZN IT-South,11:00 - 12:00,168.5
01/02/2023,Italy,BZN IT-South,12:00 - 13:00,173.0
01/02/2023,Italy,BZN IT-South,13:00 - 14:00,165.89
01/02/2023,Italy,BZN IT-South,14:00 - 15:00,179.73
01/02/2023,Italy,BZN IT-South,15:00 - 16:00,188.06
01/02/2023,Italy,BZN IT-South,16:00 - 17:00,193.67
01/02/2023,Italy,BZN IT-South,17:00 - 18:00,213.36
01/02/2023,Italy,BZN IT-South,18:00 - 19:00,229.99
01/02/2023,Italy,BZN IT-South,19:00 - 20:00,243.42
01/02/2023,Italy,BZN IT-South,20:00 - 21:00,235.0
01/02/2023,Italy,BZN IT-South,21:00 - 22:00,203.25
01/02/2023,Italy,BZN IT-South,22:00 - 23:00,190.85
01/02/2023,Italy,BZN IT-South,23:00 - 00:00,187.28
01/02/2023,Latvia,BZN LV,00:00 - 01:00,2.01
01/02/2023,Latvia,BZN LV,01:00 - 02:00,1.38
01/02/2023,Latvia,BZN LV,02:00 - 03:00,0.09
01/02/2023,Latvia,BZN LV,03:00 - 04:00,0.08
01/02/2023,Latvia,BZN LV,04:00 - 05:00,0.05
01/02/2023,Latvia,BZN LV,05:00 - 06:00,0.08
01/02/2023,Latvia,BZN LV,06:00 - 07:00,0.09
01/02/2023,Latvia,BZN LV,07:00 - 08:00,0.53
01/02/2023,Latvia,BZN LV,08:00 - 09:00,2.03
01/02/2023,Latvia,BZN LV,09:00 - 10:00,3.1
01/02/2023,Latvia,BZN LV,10:00 - 11:00,4.43
01/02/2023,Latvia,BZN LV,11:00 - 12:00,6.06
01/02/2023,Latvia,BZN LV,12:00 - 13:00,6.06
01/02/2023,Latvia,BZN LV,13:00 - 14:00,5.68
01/02/2023,Latvia,BZN LV,14:00 - 15:00,17.71
01/02/2023,Latvia,BZN LV,15:00 - 16:00,24.11
01/02/2023,Latvia,BZN LV,16:00 - 17:00,36.54
01/02/2023,Latvia,BZN LV,17:00 - 18:00,46.03
01/02/2023,Latvia,BZN LV,18:00 - 19:00,54.23
01/02/2023,Latvia,BZN LV,19:00 - 20:00,53.63
01/02/2023,Latvia,BZN LV,20:00 - 21:00,48.05
01/02/2023,Latvia,BZN LV,21:00 - 22:00,44.68
01/02/2023,Latvia,BZN LV,22:00 - 23:00,45.96
01/02/2023,Latvia,BZN LV,23:00 - 00:00,35.0
01/02/2023,Lithuania,BZN LT,00:00 - 01:00,2.01
01/02/2023,Lithuania,BZN LT,01:00 - 02:00,1.38
01/02/2023,Lithuania,BZN LT,02:00 - 03:00,0.09
01/02/2023,Lithuania,BZN LT,03:00 - 04:00,0.08
01/02/2023,Lithuania,BZN LT,04:00 - 05:00,0.05
01/02/2023,Lithuania,BZN LT,05:00 - 06:00,0.08
01/02/2023,Lithuania,BZN LT,06:00 - 07:00,0.09
01/02/2023,Lithuania,BZN LT,07:00 - 08:00,0.53
01/02/2023,Lithuania,BZN LT,08:00 - 09:00,2.03
01/02/2023,Lithuania,BZN LT,09:00 - 10:00,3.1
01/02/2023,Lithuania,BZN LT,10:00 - 11:00,4.43
01/02/2023,Lithuania,BZN LT,11:00 - 12:00,6.06
01/02/2023,Lithuania,BZN LT,12:00 - 13:00,6.06
01/02/2023,Lithuania,BZN LT,13:00 - 14:00,5.68
01/02/2023,Lithuania,BZN LT,14:00 - 15:00,17.71
01/02/2023,Lithuania,BZN LT,15:00 - 16:00,24.11
01/02/2023,Lithuania,BZN LT,16:00 - 17:00,36.54
01/02/2023,Lithuania,BZN LT,17:00 - 18:00,46.03
01/02/2023,Lithuania,BZN LT,18:00 - 19:00,54.23
01/02/2023,Lithuania,BZN LT,19:00 - 20:00,53.63
01/02/2023,Lithuania,BZN LT,20:00 - 21:00,48.05
01/02/2023,Lithuania,BZN LT,21:00 - 22:00,44.68
01/02/2023,Lithuania,BZN LT,22:00 - 23:00,45.96
01/02/2023,Lithuania,BZN LT,23:00 - 00:00,35.0
01/02/2023,Luxembourg,BZN DE-LU,00:00 - 00:15,75.01
01/02/2023,Luxembourg,BZN DE-LU,00:15 - 00:30,-29.95
01/02/2023,Luxembourg,BZN DE-LU,00:30 - 00:45,-29.98
01/02/2023,Luxembourg,BZN DE-LU,00:45 - 01:00,-30.0
01/02/2023,Luxembourg,BZN DE-LU,01:00 - 01:15,26.81
01/02/2023,Luxembourg,BZN DE-LU,01:15 - 01:30,-29.92
01/02/2023,Luxembourg,BZN DE-LU,01:30 - 01:45,-29.94
01/02/2023,Luxembourg,BZN DE-LU,01:45 - 02:00,-29.95
01/02/2023,Luxembourg,BZN DE-LU,02:00 - 02:15,-29.92
01/02/2023,Luxembourg,BZN DE-LU,02:15 - 02:30,-29.93
01/02/2023,Luxembourg,BZN DE-LU,02:30 - 02:45,-29.94
01/02/2023,Luxembourg,BZN DE-LU,02:45 - 03:00,-29.94
01/02/2023,Luxembourg,BZN DE-LU,03:00 - 03:15,-29.92
01/02/2023,Luxembourg,BZN DE-LU,03:15 - 03:30,-29.93
01/02/2023,Luxembourg,BZN DE-LU,03:30 - 03:45,-29.94
01/02/2023,Luxembourg,BZN DE-LU,03:45 - 04:00,-29.94
01/02/2023,Luxembourg,BZN DE-LU,04:00 - 04:15,-29.9
01/02/2023,Luxembourg,BZN DE-LU,04:15 - 04:30,-29.93
01/02/2023,Luxembourg,BZN DE-LU,04:30 - 04:45,-29.93
01/02/2023,Luxembourg,BZN DE-LU,04:45 - 05:00,-29.94
01/02/2023,Luxembourg,BZN DE-LU,05:00 - 05:15,0.84
01/02/2023,Luxembourg,BZN DE-LU,05:15 - 05:30,-29.92
01/02/2023,Luxembourg,BZN DE-LU,05:30 - 05:45,-29.92
01/02/2023,Luxembourg,BZN DE-LU,05:45 - 06:00,-29.93
01/02/2023,Luxembourg,BZN DE-LU,06:00 - 06:15,11.73
01/02/2023,Luxembourg,BZN DE-LU,06:15 - 06:30,-29.91
01/02/2023,Luxembourg,BZN DE-LU,06:30 - 06:45,-29.91
01/02/2023,Luxembourg,BZN DE-LU,06:45 - 07:00,-29.91
01/02/2023,Luxembourg,BZN DE-LU,07:00 - 07:15,-29.9
01/02/2023,Luxembourg,BZN DE-LU,07:15 - 07:30,-29.9
01/02/2023,Luxembourg,BZN DE-LU,07:30 - 07:45,-29.9
01/02/2023,Luxembourg,BZN DE-LU,07:45 - 08:00,17.7
01/02/2023,Luxembourg,BZN DE-LU,08:00 - 08:15,-30.0
01/02/2023,Luxembourg,BZN DE-LU,08:15 - 08:30,-29.9
01/02/2023,Luxembourg,BZN DE-LU,08:30 - 08:45,-29.9
01/02/2023,Luxembourg,BZN DE-LU,08:45 - 09:00,5.21
01/02/2023,Luxembourg,BZN DE-LU,09:00 - 09:15,-30.0
01/02/2023,Luxembourg,BZN DE-LU,09:15 - 09:30,-29.9
01/02/2023,Luxembourg,BZN DE-LU,09:30 - 09:45,-29.9
01/02/2023,Luxembourg,BZN DE-LU,09:45 - 10:00,91.99
01/02/2023,Luxembourg,BZN DE-LU,10:00 - 10:15,-29.9
01/02/2023,Luxembourg,BZN DE-LU,10:15 - 10:30,-29.9
01/02/2023,Luxembourg,BZN DE-LU,10:30 - 10:45,-29.9
01/02/2023,Luxembourg,BZN DE-LU,10:45 - 11:00,91.35
01/02/2023,Luxembourg,BZN DE-LU,11:00 - 11:15,-30.0
01/02/2023,Luxembourg,BZN DE-LU,11:15 - 11:30,-29.9
01/02/2023,Luxembourg,BZN DE-LU,11:30 - 11:45,-29.9
01/02/2023,Luxembourg,BZN DE-LU,11:45 - 12:00,91.57
01/02/2023,Luxembourg,BZN DE-LU,12:00 - 12:15,-29.9
01/02/2023,Luxembourg,BZN DE-LU,12:15 - 12:30,125.69
01/02/2023,Luxembourg,BZN DE-LU,12:30 - 12:45,-29.91
01/02/2023,Luxembourg,BZN DE-LU,12:45 - 13:00,-29.92
01/02/2023,Luxembourg,BZN DE-LU,13:00 - 13:15,136.41
01/02/2023,Luxembourg,BZN DE-LU,13:15 - 13:30,-29.94
01/02/2023,Luxembourg,BZN DE-LU,13:30 - 13:45,-29.95
01/02/2023,Luxembourg,BZN DE-LU,13:45 - 14:00,-29.97
01/02/2023,Luxembourg,BZN DE-LU,14:00 - 14:15,168.3
01/02/2023,Luxembourg,BZN DE-LU,14:15 - 14:30,-29.93
01/02/2023,Luxembourg,BZN DE-LU,14:30 - 14:45,-29.93
01/02/2023,Luxembourg,BZN DE-LU,14:45 - 15:00,-29.93
01/02/2023,Luxembourg,BZN DE-LU,15:00 - 15:15,271.2
01/02/2023,Luxembourg,BZN DE-LU,15:15 - 15:30,-29.9
01/02/2023,Luxembourg,BZN DE-LU,15:30 - 15:45,-29.9
01/02/2023,Luxembourg,BZN DE-LU,15:45 - 16:00,-29.9
01/02/2023,Luxembourg,BZN DE-LU,16:00 - 16:15,-29.9
01/02/2023,Luxembourg,BZN DE-LU,16:15 - 16:30,-29.9
01/02/2023,Luxembourg,BZN DE-LU,16:30 - 16:45,-29.9
01/02/2023,Luxembourg,BZN DE-LU,16:45 - 17:00,279.26
01/02/2023,Luxembourg,BZN DE-LU,17:00 - 17:15,-30.0
01/02/2023,Luxembourg,BZN DE-LU,17:15 - 17:30,-30.0
01/02/2023,Luxembourg,BZN DE-LU,17:30 - 17:45,-29.9
01/02/2023,Luxembourg,BZN DE-LU,17:45 - 18:00,480.14
01/02/2023,Luxembourg,BZN DE-LU,18:00 - 18:15,-30.0
01/02/2023,Luxembourg,BZN DE-LU,18:15 - 18:30,-29.9
01/02/2023,Luxembourg,BZN DE-LU,18:30 - 18:45,-29.9
01/02/2023,Luxembourg,BZN DE-LU,18:45 - 19:00,499.9
01/02/2023,Luxembourg,BZN DE-LU,19:00 - 19:15,-29.9
01/02/2023,Luxembourg,BZN DE-LU,19:15 - 19:30,-29.9
01/02/2023,Luxembourg,BZN DE-LU,19:30 - 19:45,376.56
01/02/2023,Luxembourg,BZN DE-LU,19:45 - 20:00,-29.9
01/02/2023,Luxembourg,BZN DE-LU,20:00 - 20:15,277.06
01/02/2023,Luxembourg,BZN DE-LU,20:15 - 20:30,-29.9
01/02/2023,Luxembourg,BZN DE-LU,20:30 - 20:45,-30.0
01/02/2023,Luxembourg,BZN DE-LU,20:45 - 21:00,-30.0
01/02/2023,Luxembourg,BZN DE-LU,21:00 - 21:15,253.71
01/02/2023,Luxembourg,BZN DE-LU,21:15 - 21:30,-29.9
01/02/2023,Luxembourg,BZN DE-LU,21:30 - 21:45,-29.9
01/02/2023,Luxembourg,BZN DE-LU,21:45 - 22:00,-29.9
01/02/2023,Luxembourg,BZN DE-LU,22:00 - 22:15,219.7
01/02/2023,Luxembourg,BZN DE-LU,22:15 - 22:30,-29.92
01/02/2023,Luxembourg,BZN DE-LU,22:30 - 22:45,-29.94
01/02/2023,Luxembourg,BZN DE-LU,22:45 - 23:00,-29.95
01/02/2023,Luxembourg,BZN DE-LU,23:00 - 23:15,184.69
01/02/2023,Luxembourg,BZN DE-LU,23:15 - 23:30,-29.94
01/02/2023,Luxembourg,BZN DE-LU,23:30 - 23:45,-29.96
01/02/2023,Luxembourg,BZN DE-LU,23:45 - 00:00,-29.98
