,date,country,area,price(eur/mwh)
1101,01.12.2022,Italy,BZN IT-South,379.49
1102,01.12.2022,Italy,BZN IT-South,340.3
1103,01.12.2022,Italy,BZN IT-South,321.0
1104,01.12.2022,Italy,BZN IT-Malta,
1105,01.12.2022,Italy,BZN IT-Malta,
1106,01.12.2022,Italy,BZN IT-Malta,
1107,01.12.2022,Italy,BZN IT-Malta,
1108,01.12.2022,Italy,BZN IT-Malta,
1109,01.12.2022,Italy,BZN IT-Malta,
1110,01.12.2022,Italy,BZN IT-Malta,
1111,01.12.2022,Italy,BZN IT-Malta,
1112,01.12.2022,Italy,BZN IT-Malta,
1113,01.12.2022,Italy,BZN IT-Malta,
1114,01.12.2022,Italy,BZN IT-Malta,
1115,01.12.2022,Italy,BZN IT-Malta,
1116,01.12.2022,Italy,BZN IT-Malta,
1117,01.12.2022,Italy,BZN IT-Malta,
1118,01.12.2022,Italy,BZN IT-Malta,
1119,01.12.2022,Italy,BZN IT-Malta,
1120,01.12.2022,Italy,BZN IT-Malta,
1121,01.12.2022,Italy,BZN IT-Malta,
1122,01.12.2022,Italy,BZN IT-Malta,
1123,01.12.2022,Italy,BZN IT-Malta,
1124,01.12.2022,Italy,BZN IT-Malta,
1125,01.12.2022,Italy,BZN IT-Malta,
1126,01.12.2022,Italy,BZN IT-Malta,
1127,01.12.2022,Italy,BZN IT-Malta,
1128,01.12.2022,Kosovo,BZN XK,
1129,01.12.2022,Kosovo,BZN XK,
1130,01.12.2022,Kosovo,BZN XK,
1131,01.12.2022,Kosovo,BZN XK,
1132,01.12.2022,Kosovo,BZN XK,
1133,01.12.2022,Kosovo,BZN XK,
1134,01.12.2022,Kosovo,BZN XK,
1135,01.12.2022,Kosovo,BZN XK,
1136,01.12.2022,Kosovo,BZN XK,
1137,01.12.2022,Kosovo,BZN XK,
1138,01.12.2022,Kosovo,BZN XK,
1139,01.12.2022,Kosovo,BZN XK,
1140,01.12.2022,Kosovo,BZN XK,
1141,01.12.2022,Kosovo,BZN XK,
1142,01.12.2022,Kosovo,BZN XK,
1143,01.12.2022,Kosovo,BZN XK,
1144,01.12.2022,Kosovo,BZN XK,
1145,01.12.2022,Kosovo,BZN XK,
1146,01.12.2022,Kosovo,BZN XK,
1147,01.12.2022,Kosovo,BZN XK,
1148,01.12.2022,Kosovo,BZN XK,
1149,01.12.2022,Kosovo,BZN XK,
1150,01.12.2022,Kosovo,BZN XK,
1151,01.12.2022,Kosovo,BZN XK,
1152,01.12.2022,Latvia,BZN LV,295.18
1153,01.12.2022,Latvia,BZN LV,295.39
1154,01.12.2022,Latvia,BZN LV,291.62
1155,01.12.2022,Latvia,BZN LV,281.56
1156,01.12.2022,Latvia,BZN LV,277.18
1157,01.12.2022,Latvia,BZN LV,283.49
1158,01.12.2022,Latvia,BZN LV,356.16
1159,01.12.2022,Latvia,BZN LV,452.77
1160,01.12.2022,Latvia,BZN LV,463.35
1161,01.12.2022,Latvia,BZN LV,460.14
1162,01.12.2022,Latvia,BZN LV,453.07
1163,01.12.2022,Latvia,BZN LV,446.85
1164,01.12.2022,Latvia,BZN LV,437.88
1165,01.12.2022,Latvia,BZN LV,447.7
1166,01.12.2022,Latvia,BZN LV,465.15
1167,01.12.2022,Latvia,BZN LV,463.1
1168,01.12.2022,Latvia,BZN LV,458.04
1169,01.12.2022,Latvia,BZN LV,484.07
1170,01.12.2022,Latvia,BZN LV,469.79
1171,01.12.2022,Latvia,BZN LV,457.89
1172,01.12.2022,Latvia,BZN LV,430.8
1173,01.12.2022,Latvia,BZN LV,379.49
1174,01.12.2022,Latvia,BZN LV,332.46
1175,01.12.2022,Latvia,BZN LV,297.24
1176,01.12.2022,Lithuania,BZN LT,295.18
1177,01.12.2022,Lithuania,BZN LT,295.39
1178,01.12.2022,Lithuania,BZN LT,291.62
1179,01.12.2022,Lithuania,BZN LT,281.56
1180,01.12.2022,Lithuania,BZN LT,277.18
1181,01.12.2022,Lithuania,BZN LT,283.49
1182,01.12.2022,Lithuania,BZN LT,356.16
1183,01.12.2022,Lithuania,BZN LT,452.77
1184,01.12.2022,Lithuania,BZN LT,463.35
1185,01.12.2022,Lithuania,BZN LT,460.14
1186,01.12.2022,Lithuania,BZN LT,453.07
1187,01.12.2022,Lithuania,BZN LT,446.85
1188,01.12.2022,Lithuania,BZN LT,437.88
1189,01.12.2022,Lithuania,BZN LT,447.7
1190,01.12.2022,Lithuania,BZN LT,465.15
1191,01.12.2022,Lithuania,BZN LT,463.1
1192,01.12.2022,Lithuania,BZN LT,458.04
1193,01.12.2022,Lithuania,BZN LT,484.07
1194,01.12.2022,Lithuania,BZN LT,469.79
1195,01.12.2022,Lithuania,BZN LT,457.89
1196,01.12.2022,Lithuania,BZN LT,430.8
1197,01.12.2022,Lithuania,BZN LT,379.49
1198,01.12.2022,Lithuania,BZN LT,332.46
1199,01.12.2022,Lithuania,BZN LT,297.24
1200,01.12.2022,Luxembourg,BZN DE-LU,323.7
1201,01.12.2022,Luxembourg,BZN DE-LU,304.98
1202,01.12.2022,Luxembourg,BZN DE-LU,284.31
1203,01.12.2022,Luxembourg,BZN DE-LU,266.55
1204,01.12.2022,Luxembourg,BZN DE-LU,308.3
1205,01.12.2022,Luxembourg,BZN DE-LU,296.98
1206,01.12.2022,Luxembourg,BZN DE-LU,275.68
1207,01.12.2022,Luxembourg,BZN DE-LU,258.57
1208,01.12.2022,Luxembourg,BZN DE-LU,282.01
1209,01.12.2022,Luxembourg,BZN DE-LU,264.99
1210,01.12.2022,Luxembourg,BZN DE-LU,266.74
1211,01.12.2022,Luxembourg,BZN DE-LU,276.39
1212,01.12.2022,Luxembourg,BZN DE-LU,248.43
1213,01.12.2022,Luxembourg,BZN DE-LU,253.77
1214,01.12.2022,Luxembourg,BZN DE-LU,275.01
1215,01.12.2022,Luxembourg,BZN DE-LU,279.07
1216,01.12.2022,Luxembourg,BZN DE-LU,239.89
1217,01.12.2022,Luxembourg,BZN DE-LU,258.46
1218,01.12.2022,Luxembourg,BZN DE-LU,279.46
1219,01.12.2022,Luxembourg,BZN DE-LU,295.34
1220,01.12.2022,Luxembourg,BZN DE-LU,240.83
1221,01.12.2022,Luxembourg,BZN DE-LU,267.13
1222,01.12.2022,Luxembourg,BZN DE-LU,297.95
1223,01.12.2022,Luxembourg,BZN DE-LU,344.07
1224,01.12.2022,Luxembourg,BZN DE-LU,256.43
1225,01.12.2022,Luxembourg,BZN DE-LU,314.18
1226,01.12.2022,Luxembourg,BZN DE-LU,385.23
1227,01.12.2022,Luxembourg,BZN DE-LU,427.87
1228,01.12.2022,Luxembourg,BZN DE-LU,453.66
1229,01.12.2022,Luxembourg,BZN DE-LU,425.73
1230,01.12.2022,Luxembourg,BZN DE-LU,442.67
1231,01.12.2022,Luxembourg,BZN DE-LU,483.64
1232,01.12.2022,Luxembourg,BZN DE-LU,497.22
1233,01.12.2022,Luxembourg,BZN DE-LU,506.77
1234,01.12.2022,Luxembourg,BZN DE-LU,478.33
1235,01.12.2022,Luxembourg,BZN DE-LU,448.82
1236,01.12.2022,Luxembourg,BZN DE-LU,529.07
1237,01.12.2022,Luxembourg,BZN DE-LU,478.32
1238,01.12.2022,Luxembourg,BZN DE-LU,458.41
1239,01.12.2022,Luxembourg,BZN DE-LU,438.19
1240,01.12.2022,Luxembourg,BZN DE-LU,495.59
1241,01.12.2022,Luxembourg,BZN DE-LU,477.21
1242,01.12.2022,Luxembourg,BZN DE-LU,460.18
1243,01.12.2022,Luxembourg,BZN DE-LU,447.87
1244,01.12.2022,Luxembourg,BZN DE-LU,480.24
1245,01.12.2022,Luxembourg,BZN DE-LU,459.67
1246,01.12.2022,Luxembourg,BZN DE-LU,462.59
1247,01.12.2022,Luxembourg,BZN DE-LU,459.82
1248,01.12.2022,Luxembourg,BZN DE-LU,463.88
1249,01.12.2022,Luxembourg,BZN DE-LU,447.33
1250,01.12.2022,Luxembourg,BZN DE-LU,443.51
1251,01.12.2022,Luxembourg,BZN DE-LU,449.52
1252,01.12.2022,Luxembourg,BZN DE-LU,461.2
1253,01.12.2022,Luxembourg,BZN DE-LU,456.29
1254,01.12.2022,Luxembourg,BZN DE-LU,441.98
1255,01.12.2022,Luxembourg,BZN DE-LU,437.7
1256,01.12.2022,Luxembourg,BZN DE-LU,432.22
1257,01.12.2022,Luxembourg,BZN DE-LU,450.02
1258,01.12.2022,Luxembourg,BZN DE-LU,456.83
1259,01.12.2022,Luxembourg,BZN DE-LU,472.22
1260,01.12.2022,Luxembourg,BZN DE-LU,434.75
1261,01.12.2022,Luxembourg,BZN DE-LU,455.71
1262,01.12.2022,Luxembourg,BZN DE-LU,472.99
1263,01.12.2022,Luxembourg,BZN DE-LU,476.02
1264,01.12.2022,Luxembourg,BZN DE-LU,460.09
1265,01.12.2022,Luxembourg,BZN DE-LU,467.27
1266,01.12.2022,Luxembourg,BZN DE-LU,485.01
1267,01.12.2022,Luxembourg,BZN DE-LU,504.82
1268,01.12.2022,Luxembourg,BZN DE-LU,497.9
1269,01.12.2022,Luxembourg,BZN DE-LU,500.07
1270,01.12.2022,Luxembourg,BZN DE-LU,505.08
1271,01.12.2022,Luxembourg,BZN DE-LU,520.12
1272,01.12.2022,Luxembourg,BZN DE-LU,515.05
1273,01.12.2022,Luxembourg,BZN DE-LU,491.7
1274,01.12.2022,Luxembourg,BZN DE-LU,480.08
1275,01.12.2022,Luxembourg,BZN DE-LU,502.19
1276,01.12.2022,Luxembourg,BZN DE-LU,514.3
1277,01.12.2022,Luxembourg,BZN DE-LU,470.08
1278,01.12.2022,Luxembourg,BZN DE-LU,445.04
1279,01.12.2022,Luxembourg,BZN DE-LU,423.42
1280,01.12.2022,Luxembourg,BZN DE-LU,501.54
1281,01.12.2022,Luxembourg,BZN DE-LU,413.67
1282,01.12.2022,Luxembourg,BZN DE-LU,388.37
1283,01.12.2022,Luxembourg,BZN DE-LU,358.05
1284,01.12.2022,Luxembourg,BZN DE-LU,406.96
1285,01.12.2022,Luxembourg,BZN DE-LU,365.03
1286,01.12.2022,Luxembourg,BZN DE-LU,345.02
1287,01.12.2022,Luxembourg,BZN DE-LU,304.65
1288,01.12.2022,Luxembourg,BZN DE-LU,394.94
1289,01.12.2022,Luxembourg,BZN DE-LU,339.93
1290,01.12.2022,Luxembourg,BZN DE-LU,324.03
1291,01.12.2022,Luxembourg,BZN DE-LU,293.47
1292,01.12.2022,Luxembourg,BZN DE-LU,336.73
1293,01.12.2022,Luxembourg,BZN DE-LU,306.83
1294,01.12.2022,Luxembourg,BZN DE-LU,292.06
1295,01.12.2022,Luxembourg,BZN DE-LU,249.47
1296,01.12.2022,Luxembourg,BZN DE-AT-LU,
1297,01.12.2022,Luxembourg,BZN DE-AT-LU,
1298,01.12.2022,Luxembourg,BZN DE-AT-LU,
1299,01.12.2022,Luxembourg,BZN DE-AT-LU,
1300,01.12.2022,Luxembourg,BZN DE-AT-LU,
1301,01.12.2022,Luxembourg,BZN DE-AT-LU,
1302,01.12.2022,Luxembourg,BZN DE-AT-LU,
1303,01.12.2022,Luxembourg,BZN DE-AT-LU,
1304,01.12.2022,Luxembourg,BZN DE-AT-LU,
1305,01.12.2022,Luxembourg,BZN DE-AT-LU,
1306,01.12.2022,Luxembourg,BZN DE-AT-LU,
1307,01.12.2022,Luxembourg,BZN DE-AT-LU,
1308,01.12.2022,Luxembourg,BZN DE-AT-LU,
1309,01.12.2022,Luxembourg,BZN DE-AT-LU,
1310,01.12.2022,Luxembourg,BZN DE-AT-LU,
1311,01.12.2022,Luxembourg,BZN DE-AT-LU,
1312,01.12.2022,Luxembourg,BZN DE-AT-LU,
1313,01.12.2022,Luxembourg,BZN DE-AT-LU,
1314,01.12.2022,Luxembourg,BZN DE-AT-LU,
1315,01.12.2022,Luxembourg,BZN DE-AT-LU,
1316,01.12.2022,Luxembourg,BZN DE-AT-LU,
1317,01.12.2022,Luxembourg,BZN DE-AT-LU,
1318,01.12.2022,Luxembourg,BZN DE-AT-LU,
1319,01.12.2022,Luxembourg,BZN DE-AT-LU,
1320,01.12.2022,Malta,BZN MT,
1321,01.12.2022,Malta,BZN MT,
1322,01.12.2022,Malta,BZN MT,
1323,01.12.2022,Malta,BZN MT,
1324,01.12.2022,Malta,BZN MT,
1325,01.12.2022,Malta,BZN MT,
1326,01.12.2022,Malta,BZN MT,
1327,01.12.2022,Malta,BZN MT,
1328,01.12.2022,Malta,BZN MT,
1329,01.12.2022,Malta,BZN MT,
1330,01.12.2022,Malta,BZN MT,
1331,01.12.2022,Malta,BZN MT,
1332,01.12.2022,Malta,BZN MT,
1333,01.12.2022,Malta,BZN MT,
1334,01.12.2022,Malta,BZN MT,
1335,01.12.2022,Malta,BZN MT,
1336,01.12.2022,Malta,BZN MT,
1337,01.12.2022,Malta,BZN MT,
1338,01.12.2022,Malta,BZN MT,
1339,01.12.2022,Malta,BZN MT,
1340,01.12.2022,Malta,BZN MT,
1341,01.12.2022,Malta,BZN MT,
1342,01.12.2022,Malta,BZN MT,
1343,01.12.2022,Malta,BZN MT,
1344,01.12.2022,Moldova,BZN MD,
1345,01.12.2022,Moldova,BZN MD,
1346,01.12.2022,Moldova,BZN MD,
1347,01.12.2022,Moldova,BZN MD,
1348,01.12.2022,Moldova,BZN MD,
1349,01.12.2022,Moldova,BZN MD,
1350,01.12.2022,Moldova,BZN MD,
1351,01.12.2022,Moldova,BZN MD,
1352,01.12.2022,Moldova,BZN MD,
1353,01.12.2022,Moldova,BZN MD,
1354,01.12.2022,Moldova,BZN MD,
1355,01.12.2022,Moldova,BZN MD,
1356,01.12.2022,Moldova,BZN MD,
1357,01.12.2022,Moldova,BZN MD,
1358,01.12.2022,Moldova,BZN MD,
1359,01.12.2022,Moldova,BZN MD,
1360,01.12.2022,Moldova,BZN MD,
1361,01.12.2022,Moldova,BZN MD,
1362,01.12.2022,Moldova,BZN MD,
1363,01.12.2022,Moldova,BZN MD,
1364,01.12.2022,Moldova,BZN MD,
1365,01.12.2022,Moldova,BZN MD,
1366,01.12.2022,Moldova,BZN MD,
1367,01.12.2022,Moldova,BZN MD,
1368,01.12.2022,Montenegro,BZN ME,
1369,01.12.2022,Montenegro,BZN ME,
1370,01.12.2022,Montenegro,BZN ME,
1371,01.12.2022,Montenegro,BZN ME,
1372,01.12.2022,Montenegro,BZN ME,
1373,01.12.2022,Montenegro,BZN ME,
1374,01.12.2022,Montenegro,BZN ME,
1375,01.12.2022,Montenegro,BZN ME,
1376,01.12.2022,Montenegro,BZN ME,
1377,01.12.2022,Montenegro,BZN ME,
1378,01.12.2022,Montenegro,BZN ME,
1379,01.12.2022,Montenegro,BZN ME,
1380,01.12.2022,Montenegro,BZN ME,
1381,01.12.2022,Montenegro,BZN ME,
1382,01.12.2022,Montenegro,BZN ME,
1383,01.12.2022,Montenegro,BZN ME,
1384,01.12.2022,Montenegro,BZN ME,
1385,01.12.2022,Montenegro,BZN ME,
1386,01.12.2022,Montenegro,BZN ME,
1387,01.12.2022,Montenegro,BZN ME,
1388,01.12.2022,Montenegro,BZN ME,
1389,01.12.2022,Montenegro,BZN ME,
1390,01.12.2022,Montenegro,BZN ME,
1391,01.12.2022,Montenegro,BZN ME,
1392,01.12.2022,Netherlands,BZN NL,291.1
1393,01.12.2022,Netherlands,BZN NL,291.3
1394,01.12.2022,Netherlands,BZN NL,284.53
1395,01.12.2022,Netherlands,BZN NL,274.56
1396,01.12.2022,Netherlands,BZN NL,271.72
1397,01.12.2022,Netherlands,BZN NL,282.49
1398,01.12.2022,Netherlands,BZN NL,291.1
1399,01.12.2022,Netherlands,BZN NL,375.35
1400,01.12.2022,Netherlands,BZN NL,433.62
1401,01.12.2022,Netherlands,BZN NL,432.0
1402,01.12.2022,Netherlands,BZN NL,381.0
1403,01.12.2022,Netherlands,BZN NL,360.85
1404,01.12.2022,Netherlands,BZN NL,340.66
1405,01.12.2022,Netherlands,BZN NL,350.1
1406,01.12.2022,Netherlands,BZN NL,381.39
1407,01.12.2022,Netherlands,BZN NL,412.0
1408,01.12.2022,Netherlands,BZN NL,452.0
1409,01.12.2022,Netherlands,BZN NL,484.07
1410,01.12.2022,Netherlands,BZN NL,469.79
1411,01.12.2022,Netherlands,BZN NL,457.89
1412,01.12.2022,Netherlands,BZN NL,408.0
1413,01.12.2022,Netherlands,BZN NL,299.9
1414,01.12.2022,Netherlands,BZN NL,319.14
1415,01.12.2022,Netherlands,BZN NL,304.8
1416,01.12.2022,North Macedonia,BZN MK,
1417,01.12.2022,North Macedonia,BZN MK,
1418,01.12.2022,North Macedonia,BZN MK,
1419,01.12.2022,North Macedonia,BZN MK,
1420,01.12.2022,North Macedonia,BZN MK,
1421,01.12.2022,North Macedonia,BZN MK,
1422,01.12.2022,North Macedonia,BZN MK,
1423,01.12.2022,North Macedonia,BZN MK,
1424,01.12.2022,North Macedonia,BZN MK,
1425,01.12.2022,North Macedonia,BZN MK,
1426,01.12.2022,North Macedonia,BZN MK,
1427,01.12.2022,North Macedonia,BZN MK,
1428,01.12.2022,North Macedonia,BZN MK,
1429,01.12.2022,North Macedonia,BZN MK,
1430,01.12.2022,North Macedonia,BZN MK,
1431,01.12.2022,North Macedonia,BZN MK,
1432,01.12.2022,North Macedonia,BZN MK,
1433,01.12.2022,North Macedonia,BZN MK,
1434,01.12.2022,North Macedonia,BZN MK,
1435,01.12.2022,North Macedonia,BZN MK,
1436,01.12.2022,North Macedonia,BZN MK,
1437,01.12.2022,North Macedonia,BZN MK,
1438,01.12.2022,North Macedonia,BZN MK,
1439,01.12.2022,North Macedonia,BZN MK,
1440,01.12.2022,Norway,BZN NO1,271.61
1441,01.12.2022,Norway,BZN NO1,267.77
1442,01.12.2022,Norway,BZN NO1,270.18
1443,01.12.2022,Norway,BZN NO1,266.29
1444,01.12.2022,Norway,BZN NO1,263.48
1445,01.12.2022,Norway,BZN NO1,273.45
1446,01.12.2022,Norway,BZN NO1,281.78
1447,01.12.2022,Norway,BZN NO1,363.34
1448,01.12.2022,Norway,BZN NO1,401.94
1449,01.12.2022,Norway,BZN NO1,418.18
1450,01.12.2022,Norway,BZN NO1,368.81
1451,01.12.2022,Norway,BZN NO1,352.22
1452,01.12.2022,Norway,BZN NO1,351.92
1453,01.12.2022,Norway,BZN NO1,358.15
1454,01.12.2022,Norway,BZN NO1,369.19
1455,01.12.2022,Norway,BZN NO1,398.82
1456,01.12.2022,Norway,BZN NO1,400.56
1457,01.12.2022,Norway,BZN NO1,468.58
1458,01.12.2022,Norway,BZN NO1,372.36
1459,01.12.2022,Norway,BZN NO1,363.99
1460,01.12.2022,Norway,BZN NO1,367.15
1461,01.12.2022,Norway,BZN NO1,331.81
1462,01.12.2022,Norway,BZN NO1,295.21
1463,01.12.2022,Norway,BZN NO1,295.05
1464,01.12.2022,Norway,BZN NO2,271.61
1465,01.12.2022,Norway,BZN NO2,267.77
1466,01.12.2022,Norway,BZN NO2,270.18
1467,01.12.2022,Norway,BZN NO2,266.29
1468,01.12.2022,Norway,BZN NO2,263.48
1469,01.12.2022,Norway,BZN NO2,273.45
1470,01.12.2022,Norway,BZN NO2,281.78
1471,01.12.2022,Norway,BZN NO2,363.34
1472,01.12.2022,Norway,BZN NO2,401.94
1473,01.12.2022,Norway,BZN NO2,418.18
1474,01.12.2022,Norway,BZN NO2,368.81
1475,01.12.2022,Norway,BZN NO2,352.22
1476,01.12.2022,Norway,BZN NO2,351.92
1477,01.12.2022,Norway,BZN NO2,358.15
1478,01.12.2022,Norway,BZN NO2,369.19
1479,01.12.2022,Norway,BZN NO2,398.82
1480,01.12.2022,Norway,BZN NO2,400.56
1481,01.12.2022,Norway,BZN NO2,468.58
1482,01.12.2022,Norway,BZN NO2,372.36
1483,01.12.2022,Norway,BZN NO2,363.99
1484,01.12.2022,Norway,BZN NO2,367.15
1485,01.12.2022,Norway,BZN NO2,331.81
1486,01.12.2022,Norway,BZN NO2,295.21
1487,01.12.2022,Norway,BZN NO2,295.05
1488,01.12.2022,Norway,BZN NO2NSL,292.83
1489,01.12.2022,Norway,BZN NO2NSL,284.86
1490,01.12.2022,Norway,BZN NO2NSL,272.56
1491,01.12.2022,Norway,BZN NO2NSL,263.77
1492,01.12.2022,Norway,BZN NO2NSL,265.97
1493,01.12.2022,Norway,BZN NO2NSL,269.82
1494,01.12.2022,Norway,BZN NO2NSL,303.23
1495,01.12.2022,Norway,BZN NO2NSL,401.46
1496,01.12.2022,Norway,BZN NO2NSL,448.48
1497,01.12.2022,Norway,BZN NO2NSL,459.57
1498,01.12.2022,Norway,BZN NO2NSL,460.8
1499,01.12.2022,Norway,BZN NO2NSL,447.75
1500,01.12.2022,Norway,BZN NO2NSL,442.12
1501,01.12.2022,Norway,BZN NO2NSL,439.3
1502,01.12.2022,Norway,BZN NO2NSL,447.37
1503,01.12.2022,Norway,BZN NO2NSL,454.02
1504,01.12.2022,Norway,BZN NO2NSL,475.9
1505,01.12.2022,Norway,BZN NO2NSL,508.19
1506,01.12.2022,Norway,BZN NO2NSL,492.78
1507,01.12.2022,Norway,BZN NO2NSL,464.7
1508,01.12.2022,Norway,BZN NO2NSL,430.54
1509,01.12.2022,Norway,BZN NO2NSL,356.67
1510,01.12.2022,Norway,BZN NO2NSL,313.36
1511,01.12.2022,Norway,BZN NO2NSL,285.74
1512,01.12.2022,Norway,BZN NO3,271.61
1513,01.12.2022,Norway,BZN NO3,267.77
1514,01.12.2022,Norway,BZN NO3,252.55
1515,01.12.2022,Norway,BZN NO3,249.78
1516,01.12.2022,Norway,BZN NO3,249.5
1517,01.12.2022,Norway,BZN NO3,273.45
1518,01.12.2022,Norway,BZN NO3,281.78
1519,01.12.2022,Norway,BZN NO3,363.34
1520,01.12.2022,Norway,BZN NO3,401.94
1521,01.12.2022,Norway,BZN NO3,418.18
1522,01.12.2022,Norway,BZN NO3,368.81
1523,01.12.2022,Norway,BZN NO3,352.22
1524,01.12.2022,Norway,BZN NO3,351.92
1525,01.12.2022,Norway,BZN NO3,358.15
1526,01.12.2022,Norway,BZN NO3,369.19
1527,01.12.2022,Norway,BZN NO3,398.82
1528,01.12.2022,Norway,BZN NO3,400.56
1529,01.12.2022,Norway,BZN NO3,468.58
1530,01.12.2022,Norway,BZN NO3,372.36
1531,01.12.2022,Norway,BZN NO3,363.99
1532,01.12.2022,Norway,BZN NO3,367.15
1533,01.12.2022,Norway,BZN NO3,331.81
1534,01.12.2022,Norway,BZN NO3,249.16
1535,01.12.2022,Norway,BZN NO3,213.48
1536,01.12.2022,Norway,BZN NO4,77.76
1537,01.12.2022,Norway,BZN NO4,77.73
1538,01.12.2022,Norway,BZN NO4,67.96
1539,01.12.2022,Norway,BZN NO4,67.96
1540,01.12.2022,Norway,BZN NO4,68.0
1541,01.12.2022,Norway,BZN NO4,77.75
1542,01.12.2022,Norway,BZN NO4,77.75
1543,01.12.2022,Norway,BZN NO4,194.32
1544,01.12.2022,Norway,BZN NO4,199.93
1545,01.12.2022,Norway,BZN NO4,199.99
1546,01.12.2022,Norway,BZN NO4,349.92
1547,01.12.2022,Norway,BZN NO4,299.67
1548,01.12.2022,Norway,BZN NO4,199.95
1549,01.12.2022,Norway,BZN NO4,199.99
1550,01.12.2022,Norway,BZN NO4,311.3
1551,01.12.2022,Norway,BZN NO4,349.92
1552,01.12.2022,Norway,BZN NO4,249.33
1553,01.12.2022,Norway,BZN NO4,194.37
1554,01.12.2022,Norway,BZN NO4,194.31
1555,01.12.2022,Norway,BZN NO4,89.28
1556,01.12.2022,Norway,BZN NO4,194.38
1557,01.12.2022,Norway,BZN NO4,116.55
1558,01.12.2022,Norway,BZN NO4,77.8
1559,01.12.2022,Norway,BZN NO4,77.76
1560,01.12.2022,Norway,BZN NO5,271.61
1561,01.12.2022,Norway,BZN NO5,267.77
1562,01.12.2022,Norway,BZN NO5,270.18
1563,01.12.2022,Norway,BZN NO5,266.29
1564,01.12.2022,Norway,BZN NO5,263.48
1565,01.12.2022,Norway,BZN NO5,273.45
1566,01.12.2022,Norway,BZN NO5,281.78
1567,01.12.2022,Norway,BZN NO5,363.34
1568,01.12.2022,Norway,BZN NO5,401.94
1569,01.12.2022,Norway,BZN NO5,418.18
1570,01.12.2022,Norway,BZN NO5,368.81
1571,01.12.2022,Norway,BZN NO5,352.22
1572,01.12.2022,Norway,BZN NO5,351.92
1573,01.12.2022,Norway,BZN NO5,358.15
1574,01.12.2022,Norway,BZN NO5,369.19
1575,01.12.2022,Norway,BZN NO5,398.82
1576,01.12.2022,Norway,BZN NO5,400.56
1577,01.12.2022,Norway,BZN NO5,468.58
1578,01.12.2022,Norway,BZN NO5,372.36
1579,01.12.2022,Norway,BZN NO5,363.99
1580,01.12.2022,Norway,BZN NO5,367.15
1581,01.12.2022,Norway,BZN NO5,331.81
1582,01.12.2022,Norway,BZN NO5,295.21
1583,01.12.2022,Norway,BZN NO5,295.05
1584,01.12.2022,Poland,BZN PL,190.14
1585,01.12.2022,Poland,BZN PL,182.49
1586,01.12.2022,Poland,BZN PL,182.76
1587,01.12.2022,Poland,BZN PL,183.84
1588,01.12.2022,Poland,BZN PL,190.69
1589,01.12.2022,Poland,BZN PL,209.68
1590,01.12.2022,Poland,BZN PL,212.78
1591,01.12.2022,Poland,BZN PL,226.63
1592,01.12.2022,Poland,BZN PL,269.2
1593,01.12.2022,Poland,BZN PL,275.72
1594,01.12.2022,Poland,BZN PL,269.28
1595,01.12.2022,Poland,BZN PL,275.78
1596,01.12.2022,Poland,BZN PL,275.82
1597,01.12.2022,Poland,BZN PL,275.8
1598,01.12.2022,Poland,BZN PL,279.49
1599,01.12.2022,Poland,BZN PL,280.59
1600,01.12.2022,Poland,BZN PL,285.75
1601,01.12.2022,Poland,BZN PL,281.26
1602,01.12.2022,Poland,BZN PL,278.53
1603,01.12.2022,Poland,BZN PL,278.54
1604,01.12.2022,Poland,BZN PL,239.02
1605,01.12.2022,Poland,BZN PL,208.54
1606,01.12.2022,Poland,BZN PL,208.94
1607,01.12.2022,Poland,BZN PL,200.12
1608,01.12.2022,Portugal,BZN PT,151.84
1609,01.12.2022,Portugal,BZN PT,132.22
1610,01.12.2022,Portugal,BZN PT,134.26
1611,01.12.2022,Portugal,BZN PT,134.26
1612,01.12.2022,Portugal,BZN PT,123.41
1613,01.12.2022,Portugal,BZN PT,131.01
1614,01.12.2022,Portugal,BZN PT,145.0
1615,01.12.2022,Portugal,BZN PT,152.42
1616,01.12.2022,Portugal,BZN PT,162.14
1617,01.12.2022,Portugal,BZN PT,161.0
1618,01.12.2022,Portugal,BZN PT,148.42
1619,01.12.2022,Portugal,BZN PT,148.0
1620,01.12.2022,Portugal,BZN PT,147.0
1621,01.12.2022,Portugal,BZN PT,153.38
1622,01.12.2022,Portugal,BZN PT,151.06
1623,01.12.2022,Portugal,BZN PT,151.84
1624,01.12.2022,Portugal,BZN PT,147.21
1625,01.12.2022,Portugal,BZN PT,161.44
1626,01.12.2022,Portugal,BZN PT,168.14
1627,01.12.2022,Portugal,BZN PT,172.32
1628,01.12.2022,Portugal,BZN PT,175.8
1629,01.12.2022,Portugal,BZN PT,164.34
1630,01.12.2022,Portugal,BZN PT,151.03
1631,01.12.2022,Portugal,BZN PT,134.26
1632,01.12.2022,Romania,BZN RO,172.33
1633,01.12.2022,Romania,BZN RO,137.03
1634,01.12.2022,Romania,BZN RO,17.08
1635,01.12.2022,Romania,BZN RO,10.74
1636,01.12.2022,Romania,BZN RO,67.09
1637,01.12.2022,Romania,BZN RO,283.46
1638,01.12.2022,Romania,BZN RO,214.3
1639,01.12.2022,Romania,BZN RO,367.66
1640,01.12.2022,Romania,BZN RO,462.46
1641,01.12.2022,Romania,BZN RO,458.37
1642,01.12.2022,Romania,BZN RO,450.4
1643,01.12.2022,Romania,BZN RO,431.19
