,date,country,area,mtu,price(currency/mwh),price(eur/mwh)
9,11.12.2022,Germany,BZN DE-LU,09:00 - 10:00,,320.09
10,11.12.2022,Germany,BZN DE-LU,10:00 - 11:00,,326.55
11,11.12.2022,Germany,BZN DE-LU,11:00 - 12:00,,345.19
12,11.12.2022,Germany,BZN DE-LU,12:00 - 13:00,,347.71
13,11.12.2022,Germany,BZN DE-LU,13:00 - 14:00,,324.74
14,11.12.2022,Germany,BZN DE-LU,14:00 - 15:00,,328.31
15,11.12.2022,Germany,BZN DE-LU,15:00 - 16:00,,336.51
16,11.12.2022,Germany,BZN DE-LU,16:00 - 17:00,,361.6
17,11.12.2022,Germany,BZN DE-LU,17:00 - 18:00,,413.94
18,11.12.2022,Germany,BZN DE-LU,18:00 - 19:00,,430.05
19,11.12.2022,Germany,BZN DE-LU,19:00 - 20:00,,412.74
20,11.12.2022,Germany,BZN DE-LU,20:00 - 21:00,,383.98
21,11.12.2022,Germany,BZN DE-LU,21:00 - 22:00,,335.35
22,11.12.2022,Germany,BZN DE-LU,22:00 - 23:00,,323.85
23,11.12.2022,Germany,BZN DE-LU,23:00 - 00:00,,306.25
0,11.12.2022,Germany,BZN CZ-DE-SK,00:00 - 01:00,,
1,11.12.2022,Germany,BZN CZ-DE-SK,01:00 - 02:00,,
2,11.12.2022,Germany,BZN CZ-DE-SK,02:00 - 03:00,,
3,11.12.2022,Germany,BZN CZ-DE-SK,03:00 - 04:00,,
4,11.12.2022,Germany,BZN CZ-DE-SK,04:00 - 05:00,,
5,11.12.2022,Germany,BZN CZ-DE-SK,05:00 - 06:00,,
6,11.12.2022,Germany,BZN CZ-DE-SK,06:00 - 07:00,,
7,11.12.2022,Germany,BZN CZ-DE-SK,07:00 - 08:00,,
8,11.12.2022,Germany,BZN CZ-DE-SK,08:00 - 09:00,,
9,11.12.2022,Germany,BZN CZ-DE-SK,09:00 - 10:00,,
10,11.12.2022,Germany,BZN CZ-DE-SK,10:00 - 11:00,,
11,11.12.2022,Germany,BZN CZ-DE-SK,11:00 - 12:00,,
12,11.12.2022,Germany,BZN CZ-DE-SK,12:00 - 13:00,,
13,11.12.2022,Germany,BZN CZ-DE-SK,13:00 - 14:00,,
14,11.12.2022,Germany,BZN CZ-DE-SK,14:00 - 15:00,,
15,11.12.2022,Germany,BZN CZ-DE-SK,15:00 - 16:00,,
16,11.12.2022,Germany,BZN CZ-DE-SK,16:00 - 17:00,,
17,11.12.2022,Germany,BZN CZ-DE-SK,17:00 - 18:00,,
18,11.12.2022,Germany,BZN CZ-DE-SK,18:00 - 19:00,,
19,11.12.2022,Germany,BZN CZ-DE-SK,19:00 - 20:00,,
20,11.12.2022,Germany,BZN CZ-DE-SK,20:00 - 21:00,,
21,11.12.2022,Germany,BZN CZ-DE-SK,21:00 - 22:00,,
22,11.12.2022,Germany,BZN CZ-DE-SK,22:00 - 23:00,,
23,11.12.2022,Germany,BZN CZ-DE-SK,23:00 - 00:00,,
0,11.12.2022,Germany,BZN DE-AT-LU,00:00 - 01:00,,
1,11.12.2022,Germany,BZN DE-AT-LU,01:00 - 02:00,,
2,11.12.2022,Germany,BZN DE-AT-LU,02:00 - 03:00,,
3,11.12.2022,Germany,BZN DE-AT-LU,03:00 - 04:00,,
4,11.12.2022,Germany,BZN DE-AT-LU,04:00 - 05:00,,
5,11.12.2022,Germany,BZN DE-AT-LU,05:00 - 06:00,,
6,11.12.2022,Germany,BZN DE-AT-LU,06:00 - 07:00,,
7,11.12.2022,Germany,BZN DE-AT-LU,07:00 - 08:00,,
8,11.12.2022,Germany,BZN DE-AT-LU,08:00 - 09:00,,
9,11.12.2022,Germany,BZN DE-AT-LU,09:00 - 10:00,,
10,11.12.2022,Germany,BZN DE-AT-LU,10:00 - 11:00,,
11,11.12.2022,Germany,BZN DE-AT-LU,11:00 - 12:00,,
12,11.12.2022,Germany,BZN DE-AT-LU,12:00 - 13:00,,
13,11.12.2022,Germany,BZN DE-AT-LU,13:00 - 14:00,,
14,11.12.2022,Germany,BZN DE-AT-LU,14:00 - 15:00,,
15,11.12.2022,Germany,BZN DE-AT-LU,15:00 - 16:00,,
16,11.12.2022,Germany,BZN DE-AT-LU,16:00 - 17:00,,
17,11.12.2022,Germany,BZN DE-AT-LU,17:00 - 18:00,,
18,11.12.2022,Germany,BZN DE-AT-LU,18:00 - 19:00,,
19,11.12.2022,Germany,BZN DE-AT-LU,19:00 - 20:00,,
20,11.12.2022,Germany,BZN DE-AT-LU,20:00 - 21:00,,
21,11.12.2022,Germany,BZN DE-AT-LU,21:00 - 22:00,,
22,11.12.2022,Germany,BZN DE-AT-LU,22:00 - 23:00,,
23,11.12.2022,Germany,BZN DE-AT-LU,23:00 - 00:00,,
0,11.12.2022,Greece,BZN GR,00:00 - 01:00,,10.13
1,11.12.2022,Greece,BZN GR,01:00 - 02:00,,1.0
2,11.12.2022,Greece,BZN GR,02:00 - 03:00,,0.2
3,11.12.2022,Greece,BZN GR,03:00 - 04:00,,0.2
4,11.12.2022,Greece,BZN GR,04:00 - 05:00,,0.2
5,11.12.2022,Greece,BZN GR,05:00 - 06:00,,0.2
6,11.12.2022,Greece,BZN GR,06:00 - 07:00,,2.0
7,11.12.2022,Greece,BZN GR,07:00 - 08:00,,15.0
8,11.12.2022,Greece,BZN GR,08:00 - 09:00,,152.79
9,11.12.2022,Greece,BZN GR,09:00 - 10:00,,152.8
10,11.12.2022,Greece,BZN GR,10:00 - 11:00,,280.0
11,11.12.2022,Greece,BZN GR,11:00 - 12:00,,174.67
12,11.12.2022,Greece,BZN GR,12:00 - 13:00,,255.66
13,11.12.2022,Greece,BZN GR,13:00 - 14:00,,112.0
14,11.12.2022,Greece,BZN GR,14:00 - 15:00,,100.0
15,11.12.2022,Greece,BZN GR,15:00 - 16:00,,121.3
16,11.12.2022,Greece,BZN GR,16:00 - 17:00,,311.16
17,11.12.2022,Greece,BZN GR,17:00 - 18:00,,324.21
18,11.12.2022,Greece,BZN GR,18:00 - 19:00,,315.0
19,11.12.2022,Greece,BZN GR,19:00 - 20:00,,317.89
20,11.12.2022,Greece,BZN GR,20:00 - 21:00,,329.31
21,11.12.2022,Greece,BZN GR,21:00 - 22:00,,319.19
22,11.12.2022,Greece,BZN GR,22:00 - 23:00,,311.16
23,11.12.2022,Greece,BZN GR,23:00 - 00:00,,183.58
0,11.12.2022,Hungary,BZN HU,00:00 - 01:00,,217.61
1,11.12.2022,Hungary,BZN HU,01:00 - 02:00,,207.61
2,11.12.2022,Hungary,BZN HU,02:00 - 03:00,,214.54
3,11.12.2022,Hungary,BZN HU,03:00 - 04:00,,194.16
4,11.12.2022,Hungary,BZN HU,04:00 - 05:00,,189.88
5,11.12.2022,Hungary,BZN HU,05:00 - 06:00,,200.5
6,11.12.2022,Hungary,BZN HU,06:00 - 07:00,,205.96
7,11.12.2022,Hungary,BZN HU,07:00 - 08:00,,238.35
8,11.12.2022,Hungary,BZN HU,08:00 - 09:00,,266.11
9,11.12.2022,Hungary,BZN HU,09:00 - 10:00,,311.94
10,11.12.2022,Hungary,BZN HU,10:00 - 11:00,,322.63
11,11.12.2022,Hungary,BZN HU,11:00 - 12:00,,349.72
12,11.12.2022,Hungary,BZN HU,12:00 - 13:00,,330.61
13,11.12.2022,Hungary,BZN HU,13:00 - 14:00,,324.74
14,11.12.2022,Hungary,BZN HU,14:00 - 15:00,,328.62
15,11.12.2022,Hungary,BZN HU,15:00 - 16:00,,336.51
16,11.12.2022,Hungary,BZN HU,16:00 - 17:00,,361.6
17,11.12.2022,Hungary,BZN HU,17:00 - 18:00,,413.94
18,11.12.2022,Hungary,BZN HU,18:00 - 19:00,,430.38
19,11.12.2022,Hungary,BZN HU,19:00 - 20:00,,413.16
20,11.12.2022,Hungary,BZN HU,20:00 - 21:00,,384.43
21,11.12.2022,Hungary,BZN HU,21:00 - 22:00,,335.35
22,11.12.2022,Hungary,BZN HU,22:00 - 23:00,,323.65
23,11.12.2022,Hungary,BZN HU,23:00 - 00:00,,302.26
0,11.12.2022,Ireland,BZN IE(SEM),00:00 - 01:00,,342.92
1,11.12.2022,Ireland,BZN IE(SEM),01:00 - 02:00,,346.53
2,11.12.2022,Ireland,BZN IE(SEM),02:00 - 03:00,,341.58
3,11.12.2022,Ireland,BZN IE(SEM),03:00 - 04:00,,322.88
4,11.12.2022,Ireland,BZN IE(SEM),04:00 - 05:00,,317.23
5,11.12.2022,Ireland,BZN IE(SEM),05:00 - 06:00,,314.02
6,11.12.2022,Ireland,BZN IE(SEM),06:00 - 07:00,,320.0
7,11.12.2022,Ireland,BZN IE(SEM),07:00 - 08:00,,327.02
8,11.12.2022,Ireland,BZN IE(SEM),08:00 - 09:00,,315.67
9,11.12.2022,Ireland,BZN IE(SEM),09:00 - 10:00,,324.17
10,11.12.2022,Ireland,BZN IE(SEM),10:00 - 11:00,,333.57
11,11.12.2022,Ireland,BZN IE(SEM),11:00 - 12:00,,357.97
12,11.12.2022,Ireland,BZN IE(SEM),12:00 - 13:00,,370.28
13,11.12.2022,Ireland,BZN IE(SEM),13:00 - 14:00,,387.94
14,11.12.2022,Ireland,BZN IE(SEM),14:00 - 15:00,,389.83
15,11.12.2022,Ireland,BZN IE(SEM),15:00 - 16:00,,390.0
16,11.12.2022,Ireland,BZN IE(SEM),16:00 - 17:00,,394.7
17,11.12.2022,Ireland,BZN IE(SEM),17:00 - 18:00,,460.0
18,11.12.2022,Ireland,BZN IE(SEM),18:00 - 19:00,,540.0
19,11.12.2022,Ireland,BZN IE(SEM),19:00 - 20:00,,467.47
20,11.12.2022,Ireland,BZN IE(SEM),20:00 - 21:00,,411.19
21,11.12.2022,Ireland,BZN IE(SEM),21:00 - 22:00,,377.0
22,11.12.2022,Ireland,BZN IE(SEM),22:00 - 23:00,,361.0
23,11.12.2022,Ireland,BZN IE(SEM),23:00 - 00:00,,341.88
0,11.12.2022,Italy,BZN IT-Brindisi,00:00 - 01:00,,
1,11.12.2022,Italy,BZN IT-Brindisi,01:00 - 02:00,,
2,11.12.2022,Italy,BZN IT-Brindisi,02:00 - 03:00,,
3,11.12.2022,Italy,BZN IT-Brindisi,03:00 - 04:00,,
4,11.12.2022,Italy,BZN IT-Brindisi,04:00 - 05:00,,
5,11.12.2022,Italy,BZN IT-Brindisi,05:00 - 06:00,,
6,11.12.2022,Italy,BZN IT-Brindisi,06:00 - 07:00,,
7,11.12.2022,Italy,BZN IT-Brindisi,07:00 - 08:00,,
8,11.12.2022,Italy,BZN IT-Brindisi,08:00 - 09:00,,
9,11.12.2022,Italy,BZN IT-Brindisi,09:00 - 10:00,,
10,11.12.2022,Italy,BZN IT-Brindisi,10:00 - 11:00,,
11,11.12.2022,Italy,BZN IT-Brindisi,11:00 - 12:00,,
12,11.12.2022,Italy,BZN IT-Brindisi,12:00 - 13:00,,
13,11.12.2022,Italy,BZN IT-Brindisi,13:00 - 14:00,,
14,11.12.2022,Italy,BZN IT-Brindisi,14:00 - 15:00,,
15,11.12.2022,Italy,BZN IT-Brindisi,15:00 - 16:00,,
16,11.12.2022,Italy,BZN IT-Brindisi,16:00 - 17:00,,
17,11.12.2022,Italy,BZN IT-Brindisi,17:00 - 18:00,,
18,11.12.2022,Italy,BZN IT-Brindisi,18:00 - 19:00,,
19,11.12.2022,Italy,BZN IT-Brindisi,19:00 - 20:00,,
20,11.12.2022,Italy,BZN IT-Brindisi,20:00 - 21:00,,
21,11.12.2022,Italy,BZN IT-Brindisi,21:00 - 22:00,,
22,11.12.2022,Italy,BZN IT-Brindisi,22:00 - 23:00,,
23,11.12.2022,Italy,BZN IT-Brindisi,23:00 - 00:00,,
0,11.12.2022,Italy,BZN IT-Calabria,00:00 - 01:00,,310.47
1,11.12.2022,Italy,BZN IT-Calabria,01:00 - 02:00,,298.9
2,11.12.2022,Italy,BZN IT-Calabria,02:00 - 03:00,,291.07
3,11.12.2022,Italy,BZN IT-Calabria,03:00 - 04:00,,284.08
4,11.12.2022,Italy,BZN IT-Calabria,04:00 - 05:00,,279.9
5,11.12.2022,Italy,BZN IT-Calabria,05:00 - 06:00,,277.66
6,11.12.2022,Italy,BZN IT-Calabria,06:00 - 07:00,,286.55
7,11.12.2022,Italy,BZN IT-Calabria,07:00 - 08:00,,303.65
8,11.12.2022,Italy,BZN IT-Calabria,08:00 - 09:00,,305.55
9,11.12.2022,Italy,BZN IT-Calabria,09:00 - 10:00,,322.05
10,11.12.2022,Italy,BZN IT-Calabria,10:00 - 11:00,,280.0
11,11.12.2022,Italy,BZN IT-Calabria,11:00 - 12:00,,100.0
12,11.12.2022,Italy,BZN IT-Calabria,12:00 - 13:00,,100.0
13,11.12.2022,Italy,BZN IT-Calabria,13:00 - 14:00,,100.0
14,11.12.2022,Italy,BZN IT-Calabria,14:00 - 15:00,,100.0
15,11.12.2022,Italy,BZN IT-Calabria,15:00 - 16:00,,121.3
16,11.12.2022,Italy,BZN IT-Calabria,16:00 - 17:00,,311.16
17,11.12.2022,Italy,BZN IT-Calabria,17:00 - 18:00,,324.21
18,11.12.2022,Italy,BZN IT-Calabria,18:00 - 19:00,,315.0
19,11.12.2022,Italy,BZN IT-Calabria,19:00 - 20:00,,317.89
20,11.12.2022,Italy,BZN IT-Calabria,20:00 - 21:00,,329.31
21,11.12.2022,Italy,BZN IT-Calabria,21:00 - 22:00,,319.19
22,11.12.2022,Italy,BZN IT-Calabria,22:00 - 23:00,,311.16
23,11.12.2022,Italy,BZN IT-Calabria,23:00 - 00:00,,190.3
0,11.12.2022,Italy,BZN IT-Centre-North,00:00 - 01:00,,310.47
1,11.12.2022,Italy,BZN IT-Centre-North,01:00 - 02:00,,298.9
2,11.12.2022,Italy,BZN IT-Centre-North,02:00 - 03:00,,291.07
3,11.12.2022,Italy,BZN IT-Centre-North,03:00 - 04:00,,284.08
4,11.12.2022,Italy,BZN IT-Centre-North,04:00 - 05:00,,279.9
5,11.12.2022,Italy,BZN IT-Centre-North,05:00 - 06:00,,277.66
6,11.12.2022,Italy,BZN IT-Centre-North,06:00 - 07:00,,286.55
7,11.12.2022,Italy,BZN IT-Centre-North,07:00 - 08:00,,303.65
8,11.12.2022,Italy,BZN IT-Centre-North,08:00 - 09:00,,305.55
9,11.12.2022,Italy,BZN IT-Centre-North,09:00 - 10:00,,322.05
10,11.12.2022,Italy,BZN IT-Centre-North,10:00 - 11:00,,329.66
11,11.12.2022,Italy,BZN IT-Centre-North,11:00 - 12:00,,332.06
12,11.12.2022,Italy,BZN IT-Centre-North,12:00 - 13:00,,335.35
13,11.12.2022,Italy,BZN IT-Centre-North,13:00 - 14:00,,324.74
14,11.12.2022,Italy,BZN IT-Centre-North,14:00 - 15:00,,326.86
15,11.12.2022,Italy,BZN IT-Centre-North,15:00 - 16:00,,336.51
16,11.12.2022,Italy,BZN IT-Centre-North,16:00 - 17:00,,361.6
17,11.12.2022,Italy,BZN IT-Centre-North,17:00 - 18:00,,413.94
18,11.12.2022,Italy,BZN IT-Centre-North,18:00 - 19:00,,430.89
19,11.12.2022,Italy,BZN IT-Centre-North,19:00 - 20:00,,413.42
20,11.12.2022,Italy,BZN IT-Centre-North,20:00 - 21:00,,384.68
21,11.12.2022,Italy,BZN IT-Centre-North,21:00 - 22:00,,335.35
22,11.12.2022,Italy,BZN IT-Centre-North,22:00 - 23:00,,326.86
23,11.12.2022,Italy,BZN IT-Centre-North,23:00 - 00:00,,315.84
0,11.12.2022,Italy,BZN IT-Centre-South,00:00 - 01:00,,310.47
1,11.12.2022,Italy,BZN IT-Centre-South,01:00 - 02:00,,298.9
2,11.12.2022,Italy,BZN IT-Centre-South,02:00 - 03:00,,291.07
3,11.12.2022,Italy,BZN IT-Centre-South,03:00 - 04:00,,284.08
4,11.12.2022,Italy,BZN IT-Centre-South,04:00 - 05:00,,279.9
5,11.12.2022,Italy,BZN IT-Centre-South,05:00 - 06:00,,277.66
6,11.12.2022,Italy,BZN IT-Centre-South,06:00 - 07:00,,286.55
7,11.12.2022,Italy,BZN IT-Centre-South,07:00 - 08:00,,303.65
8,11.12.2022,Italy,BZN IT-Centre-South,08:00 - 09:00,,305.55
9,11.12.2022,Italy,BZN IT-Centre-South,09:00 - 10:00,,322.05
10,11.12.2022,Italy,BZN IT-Centre-South,10:00 - 11:00,,280.0
11,11.12.2022,Italy,BZN IT-Centre-South,11:00 - 12:00,,100.0
12,11.12.2022,Italy,BZN IT-Centre-South,12:00 - 13:00,,100.0
13,11.12.2022,Italy,BZN IT-Centre-South,13:00 - 14:00,,100.0
14,11.12.2022,Italy,BZN IT-Centre-South,14:00 - 15:00,,100.0
15,11.12.2022,Italy,BZN IT-Centre-South,15:00 - 16:00,,121.3
16,11.12.2022,Italy,BZN IT-Centre-South,16:00 - 17:00,,311.16
17,11.12.2022,Italy,BZN IT-Centre-South,17:00 - 18:00,,332.0
18,11.12.2022,Italy,BZN IT-Centre-South,18:00 - 19:00,,330.0
19,11.12.2022,Italy,BZN IT-Centre-South,19:00 - 20:00,,334.31
20,11.12.2022,Italy,BZN IT-Centre-South,20:00 - 21:00,,329.31
21,11.12.2022,Italy,BZN IT-Centre-South,21:00 - 22:00,,319.19
22,11.12.2022,Italy,BZN IT-Centre-South,22:00 - 23:00,,311.16
23,11.12.2022,Italy,BZN IT-Centre-South,23:00 - 00:00,,190.3
0,11.12.2022,Italy,BZN IT-Foggia,00:00 - 01:00,,
1,11.12.2022,Italy,BZN IT-Foggia,01:00 - 02:00,,
2,11.12.2022,Italy,BZN IT-Foggia,02:00 - 03:00,,
3,11.12.2022,Italy,BZN IT-Foggia,03:00 - 04:00,,
4,11.12.2022,Italy,BZN IT-Foggia,04:00 - 05:00,,
5,11.12.2022,Italy,BZN IT-Foggia,05:00 - 06:00,,
6,11.12.2022,Italy,BZN IT-Foggia,06:00 - 07:00,,
7,11.12.2022,Italy,BZN IT-Foggia,07:00 - 08:00,,
8,11.12.2022,Italy,BZN IT-Foggia,08:00 - 09:00,,
9,11.12.2022,Italy,BZN IT-Foggia,09:00 - 10:00,,
10,11.12.2022,Italy,BZN IT-Foggia,10:00 - 11:00,,
11,11.12.2022,Italy,BZN IT-Foggia,11:00 - 12:00,,
12,11.12.2022,Italy,BZN IT-Foggia,12:00 - 13:00,,
13,11.12.2022,Italy,BZN IT-Foggia,13:00 - 14:00,,
14,11.12.2022,Italy,BZN IT-Foggia,14:00 - 15:00,,
15,11.12.2022,Italy,BZN IT-Foggia,15:00 - 16:00,,
16,11.12.2022,Italy,BZN IT-Foggia,16:00 - 17:00,,
17,11.12.2022,Italy,BZN IT-Foggia,17:00 - 18:00,,
18,11.12.2022,Italy,BZN IT-Foggia,18:00 - 19:00,,
19,11.12.2022,Italy,BZN IT-Foggia,19:00 - 20:00,,
20,11.12.2022,Italy,BZN IT-Foggia,20:00 - 21:00,,
21,11.12.2022,Italy,BZN IT-Foggia,21:00 - 22:00,,
22,11.12.2022,Italy,BZN IT-Foggia,22:00 - 23:00,,
23,11.12.2022,Italy,BZN IT-Foggia,23:00 - 00:00,,
0,11.12.2022,Italy,BZN IT-GR,00:00 - 01:00,,
1,11.12.2022,Italy,BZN IT-GR,01:00 - 02:00,,
2,11.12.2022,Italy,BZN IT-GR,02:00 - 03:00,,
3,11.12.2022,Italy,BZN IT-GR,03:00 - 04:00,,
4,11.12.2022,Italy,BZN IT-GR,04:00 - 05:00,,
5,11.12.2022,Italy,BZN IT-GR,05:00 - 06:00,,
6,11.12.2022,Italy,BZN IT-GR,06:00 - 07:00,,
7,11.12.2022,Italy,BZN IT-GR,07:00 - 08:00,,
8,11.12.2022,Italy,BZN IT-GR,08:00 - 09:00,,
9,11.12.2022,Italy,BZN IT-GR,09:00 - 10:00,,
10,11.12.2022,Italy,BZN IT-GR,10:00 - 11:00,,
11,11.12.2022,Italy,BZN IT-GR,11:00 - 12:00,,
12,11.12.2022,Italy,BZN IT-GR,12:00 - 13:00,,
13,11.12.2022,Italy,BZN IT-GR,13:00 - 14:00,,
14,11.12.2022,Italy,BZN IT-GR,14:00 - 15:00,,
15,11.12.2022,Italy,BZN IT-GR,15:00 - 16:00,,
16,11.12.2022,Italy,BZN IT-GR,16:00 - 17:00,,
17,11.12.2022,Italy,BZN IT-GR,17:00 - 18:00,,
18,11.12.2022,Italy,BZN IT-GR,18:00 - 19:00,,
19,11.12.2022,Italy,BZN IT-GR,19:00 - 20:00,,
20,11.12.2022,Italy,BZN IT-GR,20:00 - 21:00,,
21,11.12.2022,Italy,BZN IT-GR,21:00 - 22:00,,
22,11.12.2022,Italy,BZN IT-GR,22:00 - 23:00,,
23,11.12.2022,Italy,BZN IT-GR,23:00 - 00:00,,
0,11.12.2022,Italy,BZN IT-North,00:00 - 01:00,,310.47
1,11.12.2022,Italy,BZN IT-North,01:00 - 02:00,,298.9
2,11.12.2022,Italy,BZN IT-North,02:00 - 03:00,,291.07
3,11.12.2022,Italy,BZN IT-North,03:00 - 04:00,,284.08
4,11.12.2022,Italy,BZN IT-North,04:00 - 05:00,,279.9
5,11.12.2022,Italy,BZN IT-North,05:00 - 06:00,,277.66
6,11.12.2022,Italy,BZN IT-North,06:00 - 07:00,,286.55
7,11.12.2022,Italy,BZN IT-North,07:00 - 08:00,,303.65
8,11.12.2022,Italy,BZN IT-North,08:00 - 09:00,,305.55
9,11.12.2022,Italy,BZN IT-North,09:00 - 10:00,,322.05
10,11.12.2022,Italy,BZN IT-North,10:00 - 11:00,,329.66
11,11.12.2022,Italy,BZN IT-North,11:00 - 12:00,,332.06
12,11.12.2022,Italy,BZN IT-North,12:00 - 13:00,,335.35
13,11.12.2022,Italy,BZN IT-North,13:00 - 14:00,,324.74
14,11.12.2022,Italy,BZN IT-North,14:00 - 15:00,,326.86
15,11.12.2022,Italy,BZN IT-North,15:00 - 16:00,,336.51
16,11.12.2022,Italy,BZN IT-North,16:00 - 17:00,,361.6
17,11.12.2022,Italy,BZN IT-North,17:00 - 18:00,,413.94
18,11.12.2022,Italy,BZN IT-North,18:00 - 19:00,,430.89
19,11.12.2022,Italy,BZN IT-North,19:00 - 20:00,,413.42
20,11.12.2022,Italy,BZN IT-North,20:00 - 21:00,,384.68
21,11.12.2022,Italy,BZN IT-North,21:00 - 22:00,,335.35
22,11.12.2022,Italy,BZN IT-North,22:00 - 23:00,,326.86
23,11.12.2022,Italy,BZN IT-North,23:00 - 00:00,,315.84
0,11.12.2022,Italy,BZN IT-North-AT,00:00 - 01:00,,
1,11.12.2022,Italy,BZN IT-North-AT,01:00 - 02:00,,
2,11.12.2022,Italy,BZN IT-North-AT,02:00 - 03:00,,
3,11.12.2022,Italy,BZN IT-North-AT,03:00 - 04:00,,
4,11.12.2022,Italy,BZN IT-North-AT,04:00 - 05:00,,
5,11.12.2022,Italy,BZN IT-North-AT,05:00 - 06:00,,
6,11.12.2022,Italy,BZN IT-North-AT,06:00 - 07:00,,
7,11.12.2022,Italy,BZN IT-North-AT,07:00 - 08:00,,
8,11.12.2022,Italy,BZN IT-North-AT,08:00 - 09:00,,
9,11.12.2022,Italy,BZN IT-North-AT,09:00 - 10:00,,
10,11.12.2022,Italy,BZN IT-North-AT,10:00 - 11:00,,
11,11.12.2022,Italy,BZN IT-North-AT,11:00 - 12:00,,
12,11.12.2022,Italy,BZN IT-North-AT,12:00 - 13:00,,
13,11.12.2022,Italy,BZN IT-North-AT,13:00 - 14:00,,
14,11.12.2022,Italy,BZN IT-North-AT,14:00 - 15:00,,
15,11.12.2022,Italy,BZN IT-North-AT,15:00 - 16:00,,
16,11.12.2022,Italy,BZN IT-North-AT,16:00 - 17:00,,
17,11.12.2022,Italy,BZN IT-North-AT,17:00 - 18:00,,
18,11.12.2022,Italy,BZN IT-North-AT,18:00 - 19:00,,
19,11.12.2022,Italy,BZN IT-North-AT,19:00 - 20:00,,
20,11.12.2022,Italy,BZN IT-North-AT,20:00 - 21:00,,
21,11.12.2022,Italy,BZN IT-North-AT,21:00 - 22:00,,
22,11.12.2022,Italy,BZN IT-North-AT,22:00 - 23:00,,
23,11.12.2022,Italy,BZN IT-North-AT,23:00 - 00:00,,
0,11.12.2022,Italy,BZN IT-North-CH,00:00 - 01:00,,
1,11.12.2022,Italy,BZN IT-North-CH,01:00 - 02:00,,
2,11.12.2022,Italy,BZN IT-North-CH,02:00 - 03:00,,
3,11.12.2022,Italy,BZN IT-North-CH,03:00 - 04:00,,
4,11.12.2022,Italy,BZN IT-North-CH,04:00 - 05:00,,
5,11.12.2022,Italy,BZN IT-North-CH,05:00 - 06:00,,
6,11.12.2022,Italy,BZN IT-North-CH,06:00 - 07:00,,
7,11.12.2022,Italy,BZN IT-North-CH,07:00 - 08:00,,
8,11.12.2022,Italy,BZN IT-North-CH,08:00 - 09:00,,
9,11.12.2022,Italy,BZN IT-North-CH,09:00 - 10:00,,
10,11.12.2022,Italy,BZN IT-North-CH,10:00 - 11:00,,
11,11.12.2022,Italy,BZN IT-North-CH,11:00 - 12:00,,
12,11.12.2022,Italy,BZN IT-North-CH,12:00 - 13:00,,
13,11.12.2022,Italy,BZN IT-North-CH,13:00 - 14:00,,
14,11.12.2022,Italy,BZN IT-North-CH,14:00 - 15:00,,
15,11.12.2022,Italy,BZN IT-North-CH,15:00 - 16:00,,
16,11.12.2022,Italy,BZN IT-North-CH,16:00 - 17:00,,
17,11.12.2022,Italy,BZN IT-North-CH,17:00 - 18:00,,
18,11.12.2022,Italy,BZN IT-North-CH,18:00 - 19:00,,
19,11.12.2022,Italy,BZN IT-North-CH,19:00 - 20:00,,
20,11.12.2022,Italy,BZN IT-North-CH,20:00 - 21:00,,
21,11.12.2022,Italy,BZN IT-North-CH,21:00 - 22:00,,
22,11.12.2022,Italy,BZN IT-North-CH,22:00 - 23:00,,
23,11.12.2022,Italy,BZN IT-North-CH,23:00 - 00:00,,
0,11.12.2022,Italy,BZN IT-North-FR,00:00 - 01:00,,
1,11.12.2022,Italy,BZN IT-North-FR,01:00 - 02:00,,
2,11.12.2022,Italy,BZN IT-North-FR,02:00 - 03:00,,
3,11.12.2022,Italy,BZN IT-North-FR,03:00 - 04:00,,
4,11.12.2022,Italy,BZN IT-North-FR,04:00 - 05:00,,
5,11.12.2022,Italy,BZN IT-North-FR,05:00 - 06:00,,
6,11.12.2022,Italy,BZN IT-North-FR,06:00 - 07:00,,
7,11.12.2022,Italy,BZN IT-North-FR,07:00 - 08:00,,
8,11.12.2022,Italy,BZN IT-North-FR,08:00 - 09:00,,
9,11.12.2022,Italy,BZN IT-North-FR,09:00 - 10:00,,
10,11.12.2022,Italy,BZN IT-North-FR,10:00 - 11:00,,
11,11.12.2022,Italy,BZN IT-North-FR,11:00 - 12:00,,
12,11.12.2022,Italy,BZN IT-North-FR,12:00 - 13:00,,
13,11.12.2022,Italy,BZN IT-North-FR,13:00 - 14:00,,
14,11.12.2022,Italy,BZN IT-North-FR,14:00 - 15:00,,
15,11.12.2022,Italy,BZN IT-North-FR,15:00 - 16:00,,
16,11.12.2022,Italy,BZN IT-North-FR,16:00 - 17:00,,
17,11.12.2022,Italy,BZN IT-North-FR,17:00 - 18:00,,
18,11.12.2022,Italy,BZN IT-North-FR,18:00 - 19:00,,
19,11.12.2022,Italy,BZN IT-North-FR,19:00 - 20:00,,
20,11.12.2022,Italy,BZN IT-North-FR,20:00 - 21:00,,
21,11.12.2022,Italy,BZN IT-North-FR,21:00 - 22:00,,
22,11.12.2022,Italy,BZN IT-North-FR,22:00 - 23:00,,
23,11.12.2022,Italy,BZN IT-North-FR,23:00 - 00:00,,
0,11.12.2022,Italy,BZN IT-North-SI,00:00 - 01:00,,
1,11.12.2022,Italy,BZN IT-North-SI,01:00 - 02:00,,
2,11.12.2022,Italy,BZN IT-North-SI,02:00 - 03:00,,
